title,seafood,salad,cream_based,asian,baking_goods,meat,italian,mexican
Baby Back Ribs,0,0,0,0,0,0.986220002,0,0
Grilled Flat Iron Steak With Blue Cheese Chive Butter,0,0,0,0,0,0,0.994205236,0
Beef Bourguignon I,0,0,0,0,0.995646715,0,0,0
Awesome Red Wine Pot Roast,0,0,0,0,0.827845693,0,0.167566642,0
Smothered Beef Short Ribs,0,0,0,0,0.994648278,0,0,0
Berdeans Cube Steak,0,0,0,0,0.988486469,0,0,0
Easy Slow Cooker French Dip,0,0,0,0,0.600844443,0.389286667,0,0
Glazed Meatloaf I,0.417453259,0,0,0,0.572678149,0,0,0
Bourbon Mango Pulled Pork,0,0,0,0,0,0.977272689,0,0
Maries Easy Slow Cooker Pot Roast,0,0,0,0,0.992290735,0,0,0
Baked Pork Chops I,0,0,0,0,0.602405667,0,0.392627358,0
Easy Meatloaf,0,0,0,0,0,0,0,0.990112901
Fried Corn With Smoked Sausage,0,0,0,0.99464798,0,0,0,0
Portobello Sandwiches,0,0,0,0,0,0,0.993682146,0
Sausage And Bow Tie Pasta Florentine,0,0,0,0,0,0,0.991336644,0
Slow Cooker Italian Beef For Sandwiches,0,0,0,0,0,0.164718673,0.829328835,0
Southern Grilled Barbecued Ribs,0,0,0,0,0.101004176,0.894408584,0,0
Soft Mahi Mahi Tacos With Ginger Lime Dressing,0,0,0.2944341,0.701304376,0,0,0,0
Simple Bbq Ribs,0,0,0,0,0,0.982843041,0,0
Spicy Vegan Potato Curry,0,0,0.71561414,0.130541295,0.150021881,0,0,0
Black Beans And Pork Chops,0,0,0,0.594994485,0,0.395136923,0,0
Farmers Market Vegetarian Quesadillas,0,0,0,0.643346429,0,0,0.163774714,0.188366115
Pepper Honey Cedar Plank Salmon,0.668314636,0,0.326718092,0,0,0,0,0
Pot Roast In Foil,0,0,0,0,0.988486767,0,0,0
Juicy Thanksgiving Turkey,0.192198843,0,0,0,0.80382216,0,0,0
Red Lentil Curry,0,0,0.992290378,0,0,0,0,0
Happy Shrimp,0,0,0,0,0,0,0.993055522,0
Spicy Chipotle Turkey Burgers,0,0,0,0,0,0.507393658,0.486653835,0
Tomato Basil Salmon,0.350128889,0,0,0,0,0,0.635165155,0
Grilled Tilapia With Mango Salsa,0.994648039,0,0,0,0,0,0,0
Garlicky Appetizer Shrimp Scampi,0,0,0,0,0,0,0.992290676,0
Firecracker Grilled Alaska Salmon,0,0,0.99535799,0,0,0,0,0
Ultimate Shrimp Scampi,0.827130914,0,0,0,0,0.167902097,0,0
Spoiled Baby Back Ribs,0,0,0,0,0,0.982842982,0,0
Vegetable Pizza I,0,0,0,0.464667857,0,0,0.529378712,0
Veggie Pot Pie,0,0,0.169559762,0.292288065,0.378878236,0,0,0.157177255
Grilled Stuffed Portobello Mushrooms,0,0,0,0,0,0,0.986220181,0
Burrito Pie,0,0,0,0.993055522,0,0,0,0
Beef Wellington,0,0,0,0,0.991336644,0,0,0
Ronaldos Beef Carnitas,0,0,0,0.982842863,0,0,0,0
Texas Pork Ribs,0,0,0,0,0,0.994205177,0,0
Pork Medallions With Balsamic Vinegar And Capers,0,0,0,0,0,0.279426038,0.61900717,0.097427413
Turkey In A Smoker,0,0,0,0,0.993054569,0,0,0
Charleys Slow Cooker Mexican Style Meat,0,0,0,0.993055582,0,0,0,0
Lasagna Stuffed Shells,0,0,0,0,0,0,0.994648278,0
Baked Ziti Iii,0,0,0,0,0,0,0.991336644,0
Kosher Salt Encrusted Prime Rib Roast,0,0,0,0.966346145,0,0,0,0
Three Cheese Manicotti,0,0,0,0,0,0,0.993055522,0
Sauce Rosee,0,0,0,0,0,0,0.993682265,0
Chinese Pepper Steak,0,0,0.592127204,0.40192017,0,0,0,0
No Noodle Zucchini Lasagna,0,0,0,0.221671969,0,0,0.774066627,0
Mushroom Risotto,0,0,0,0,0.769919991,0,0.225113124,0
Campbellsr Slow Cooker Savory Pot Roast,0,0,0,0,0.745586872,0.250680625,0,0
Slider Style Mini Burgers ,0.573791623,0,0,0,0.411502182,0,0,0
Glazed Corned Beef,0,0,0.988486648,0,0,0,0,0
Stuffed Green Peppers I,0,0,0,0.348871648,0.484202862,0.16310285,0,0
Pork Apple Burgers,0,0,0,0,0,0.991336405,0,0
Sweet And Sour Meatloaf,0,0,0,0.294805646,0,0.404242516,0,0.295445114
Tantalizingly Tangy Meatloaf,0,0.241085276,0,0,0,0,0.744208276,0
Traditional Style Vegan Shepherds Pie,0,0,0.187293172,0,0.529575586,0,0,0.281054407
Marinated Flank Steak,0.310003877,0,0.358666629,0,0,0.32750681,0,0
Salmon With Brown Sugar Glaze,0.988486707,0,0,0,0,0,0,0
Macaroni And Cheese With Caramelized Onions And Bacon,0,0,0,0,0,0,0.389577031,0.607104301
The Best Clam Sauce,0.992290676,0,0,0,0,0,0,0
Shrimp And Asparagus,0.34990567,0,0,0,0.319636762,0,0.32549715,0
Fried Rice I,0,0,0.993682265,0,0,0,0,0
Blackened Tuna,0,0,0,0,0,0,0.986220062,0
Spanakopita Greek Spinach Pie,0,0,0,0,0,0,0.993682325,0
Quick Savory Cranberry Glazed Pork Loin Roast,0,0,0,0,0.297204018,0.69820869,0,0
Baked Pasta With Sausage And Baby Portobello Mushroom White Sauce,0,0,0,0,0,0,0.902609646,0.092803128
Bobs Awesome Lasagna,0,0,0,0,0,0,0.988486409,0
Quiche Lorraine Ii,0,0,0,0,0,0,0,0.993055522
Homemade Wonton Soup,0,0,0.580529153,0,0.416326106,0,0,0
Exchange Gang Pasta With Shrimp,0.4590967,0,0,0,0,0,0.536316097,0
Little Meat Loaves,0,0,0,0,0,0.367583483,0.229763493,0.397146314
Old Fashioned Mac And Cheese,0,0,0,0,0,0,0,0.993055582
Sweet Polish Sausage,0.360363126,0,0.633028865,0,0,0,0,0
Roast Leg Of Lamb With Rosemary,0.988486707,0,0,0,0,0,0,0
Bread Machine Calzone,0,0,0,0,0,0,0.36351195,0.631900787
Cheesy Sausage Pasta,0,0,0,0.273928314,0,0,0.720119298,0
Super Simple Salmon,0.988486707,0,0,0,0,0,0,0
Balsamic Baked Tilapia,0,0,0,0,0,0,0.993055522,0
Country Fried Steak,0,0,0.298416346,0,0,0,0,0.693108916
Sausage Pasta,0,0,0,0.240685567,0,0,0.753899097,0
Simple Carnitas,0,0,0,0,0,0.98622036,0,0
Tomato Vodka Sauce,0,0,0,0,0,0,0.993055403,0
Homemade Lasagna,0,0,0,0,0,0.112507708,0.883230805,0
Grilled Marinated Shrimp,0.672223687,0,0.32318899,0,0,0,0,0
Honey Grilled Shrimp,0,0,0,0,0,0.49650377,0.498529077,0
Sukis Spinach And Feta Pasta,0,0,0,0,0,0,0.991336524,0
Barbequed Ribs,0.318035603,0,0,0,0,0.676997423,0,0
Crab Stuffed Flounder,0.723631263,0,0,0,0,0.270953029,0,0
Penne A La Vodka Ii,0,0,0,0,0,0,0.991336346,0
Dads Cheesy Bacon Wrapped Meat Loaf,0,0,0,0,0,0.240310222,0.749821126,0
Swordfish A La Siciliana,0,0,0,0,0,0,0.992290258,0
Slow Cooker Italian Beef,0,0,0,0,0.292431027,0.368089646,0.332416862,0
Grilled Filet Mignon With Gorgonzola Cream Sauce,0,0,0,0,0.993055522,0,0,0
Artichoke Spinach Lasagna,0,0,0,0,0.426521748,0,0.566870153,0
Fish Roll Ups,0.991336584,0,0,0,0,0,0,0
Mongolian Beef And Spring Onions,0,0,0.995028317,0,0,0,0,0
Garlic Salmon,0.986220241,0,0,0,0,0,0,0
Barbequed Pork Ribs,0.594506979,0,0,0,0,0.398067236,0,0
Roasted Butternut Squash And Garlic Lasagna,0,0,0,0,0,0,0.4430013,0.552411199
Grilled Spicy Lamb Burgers,0,0,0,0,0,0,0.993055403,0
Cottage Meatloaf,0.505895019,0,0,0,0,0,0,0.484236509
Glazed Meatloaf Ii,0.68883884,0,0,0,0.299350053,0,0,0
Rempel Family Meatloaf,0,0,0,0,0.536144912,0,0,0.453986496
Bacon Wrapped Pork Medallions,0,0,0,0,0,0.306800753,0.685773432,0
Vegetarian Four Cheese Lasagna,0,0,0,0,0,0,0.993054926,0
Apple Glazed Pork Tenderloin,0.434493661,0,0,0,0,0.560539365,0,0
Bbq Pork For Sandwiches,0,0,0,0,0,0.966345668,0,0
Baked Dijon Salmon,0.993682206,0,0,0,0,0,0,0
Bacon Risotto,0,0,0,0,0.991336644,0,0,0
Stuffed Peppers My Way,0,0,0,0.605109096,0,0,0.388938457,0
Japanese Beef Stir Fry,0,0,0.479455382,0,0.517225802,0,0,0
Jewish Style Sweet And Sour Brisket,0,0,0.982842982,0,0,0,0,0
Turkey And Quinoa Meatloaf,0,0,0,0,0,0.992290735,0,0
Indian Fish Curry,0,0,0.995357871,0,0,0,0,0
Lobster Tails Steamed In Beer,0,0,0,0,0,0.977267683,0,0
Lindas Lasagna,0,0,0,0,0,0,0.993682146,0
Rocks T Bone Steaks,0,0,0.317186683,0,0,0.6743384,0,0
Grilled Salmon With Habanero Lime Butter,0,0,0,0.982842982,0,0,0,0
Meatball Nirvana,0,0,0,0,0,0,0.899898469,0.095840164
Juicy Lucy Burgers,0,0,0,0,0,0,0.982842147,0
Shrimp Francesca,0.18708545,0,0,0,0,0,0.806961894,0
Real Chiles Rellenos,0,0,0,0.431840122,0,0,0.274234265,0.292008251
Garlic Alfredo Tilapia,0,0,0,0,0.517967582,0.462551802,0,0
Tangy Grilled Pork Tenderloin,0,0,0,0,0,0.982842445,0,0
Cindys Jambalaya,0,0,0,0.992290676,0,0,0,0
Smokey Chipotle Meatloaf,0,0,0,0,0,0.995646596,0,0
Three Packet Slow Cooker Roast,0,0,0,0,0,0.263862133,0.280074984,0.449874341
Sausage Peppers Onions And Potato Bake,0,0,0,0.52156353,0,0,0.473849267,0
Mahi Mahi With Coconut Rice And Mango Salsa,0.338233799,0,0.657178998,0,0,0,0,0
Grilled Rosemary Pork Chops,0,0,0,0,0,0.97727257,0,0
Spicy Eggplant,0,0,0.995646715,0,0,0,0,0
Barbeque Pork Two Ways,0,0,0,0,0,0.990112901,0,0
Pesto Pizza,0,0,0,0.279938847,0,0,0.711586237,0
Stuffed Shells Iii,0,0,0,0,0,0,0.993055463,0
Dads Leftover Turkey Pot Pie,0,0,0,0.215992123,0.599996269,0,0,0.181245983
Salmon With Dill,0.988486707,0,0,0,0,0,0,0
Sea Bass Cuban Style,0,0,0,0,0,0,0.99464792,0
Spicy Salmon With Caramelized Onions,0.994205236,0,0,0,0,0,0,0
Sausage And Sauerkraut,0,0,0.986218989,0,0,0,0,0
Bats And Cobwebs,0,0,0,0,0,0,0.990112484,0
Easy Pleasy Mac N Cheesy   Us Navy Style,0,0,0,0,0.283506483,0,0,0.711077809
Swedish Meatballs Svenska Kottbullar,0,0,0.048501778,0,0.947519302,0,0,0
Stuffed Mexican Peppers,0,0,0,0.9862203,0,0,0,0
Apple And Brown Sugar Corned Beef,0,0,0,0,0.582415462,0.410158455,0,0
Marinated Grilled Shrimp,0,0,0,0,0,0,0.992290258,0
Classic Fried Rice,0,0,0.977272689,0,0,0,0,0
Tender Pork Spare Ribs,0,0,0,0,0,0.988486409,0,0
Beths Meat Loaf,0,0,0,0,0.323726267,0,0,0.669665635
Blue Cheese Spinach Meat Loaf Muffins,0,0,0,0,0,0,0.992290735,0
Pan Seared Salmon I,0.990112901,0,0,0,0,0,0,0
Pigs In A Blanket,0,0,0,0,0,0,0.935185075,0
Kris Amazing Shredded Mexican Beef,0,0,0,0,0,0.990112722,0,0
Mozzarella Stuffed Pesto Turkey Meatballs,0,0,0,0,0,0,0.857463062,0.137949765
Smoky Grilled Pork Chops,0,0,0,0,0,0.990112901,0,0
Pineapple Grilled Pork Chops,0.179448768,0,0,0,0,0.812076449,0,0
Grilled Pork Loin Chops,0,0,0,0,0,0.982842982,0,0
Classic And Simple Meat Lasagna,0,0,0,0,0,0,0.993682206,0
Heathers Grilled Salmon,0.458936721,0,0.28354305,0,0,0,0.252013505,0
Slow Cooker Pot Roast,0,0,0,0,0.611005366,0,0.246647701,0.137834162
Tater Tot Taco Casserole,0,0,0,0.993681192,0,0,0,0
Johnsonviller Italian Meatballs,0,0,0,0,0,0,0.674800515,0.315330952
Pork Chops Italiano,0,0,0,0.398711413,0,0.170102701,0.428076416,0
Rich And Creamy Beef Stroganoff,0,0,0,0,0.601767421,0.168099239,0.227512836,0
Pork Carnitas,0,0,0.234494984,0,0,0.757029891,0,0
Chef Johns Roast Turkey And Gravy,0,0,0,0,0.996128142,0,0,0
Chef Johns Macaroni And Cheese,0.511301994,0,0,0,0,0,0,0.484436512
Classic Meatloaf,0,0,0,0,0.074492499,0.565098524,0.358242422,0
Simple Beef Pot Roast,0,0,0,0,0.99420476,0,0,0
Broiled Parmesan Lemon Tilapia ,0.99420476,0,0,0,0,0,0,0
Christmas Prime Rib,0,0,0,0,0.420129508,0.57560873,0,0
Chef Johns Sloppy Joes ,0,0,0,0,0,0.993682325,0,0
Authentic Mexican Chili Rellenos,0,0,0,0,0,0,0,0.990112543
Italian Turkey Meatballs,0.042933259,0,0,0,0,0,0.953334689,0
Chef Johns Salmon,0.992290497,0,0,0,0,0,0,0
Chef Johns Shepherds Pie,0,0,0,0,0.988486767,0,0,0
Creamy Mushroom Meatloaf,0,0,0,0,0.800875247,0.194537252,0,0
Halupki Stuffed Cabbage,0,0,0,0,0.654718876,0.34031412,0,0
Slow Braised Beef And Cherry Tomato Sauce,0,0,0,0,0,0,0.99464792,0
Chef Johns Classic Beef Stroganoff,0,0,0,0,0.995646715,0,0,0
Eggplant Lasagna,0,0,0,0,0,0,0.993682086,0
Accidental Fish,0.98622036,0,0,0,0,0,0,0
Chef Johns Ultimate Steak Sandwich,0,0,0,0,0,0.582020879,0.413717568,0
Homemade Sloppy Joes,0,0,0,0,0,0.994205296,0,0
Baked Parmesan Tilapia,0,0,0,0,0.302355498,0,0,0.692229211
Boiled Baked Ribs,0,0,0.380164057,0,0,0.616691113,0,0
Miso Maple Glazed Salmon,0,0,0.991336465,0,0,0,0,0
Hot Tamale Pie,0,0,0,0.560922027,0,0,0,0.433662474
Irish Shepherds Pie,0,0,0,0,0.996679068,0,0,0
Simple Garlic Shrimp,0.566960037,0,0,0,0,0,0.427624702,0
Slow Cooker Pinto Beans,0,0,0,0.343845606,0.649545372,0,0,0
Chef Johns Italian Meatballs,0,0,0,0,0,0.077992797,0.816459477,0.102620229
Leftover Ham  N  Potato Casserole,0,0,0,0,0.247601926,0,0,0.746982872
Baked Bbq Baby Back Ribs,0,0,0,0.170510486,0,0.823536992,0,0
Maple Brined Pork Loin,0,0,0.263983309,0,0,0.732037783,0,0
Mint Crusted Rack Of Lamb,0.849047422,0,0.148560211,0,0,0,0,0
Chef Johns Crab Cakes,0.993682146,0,0,0,0,0,0,0
Grilled Skirt Steak With Homemade Asian Barbeque Marinade,0,0,0.993681788,0,0,0,0,0
Molasses Brined Pork Chops,0,0,0.581547678,0,0,0.411026239,0,0
Grilled Korean Style Beef Short Ribs,0,0,0.995901406,0,0,0,0,0
Little Lamb Meatballs In A Spicy Eggplant Tomato Sauce,0.302805007,0,0,0.692933559,0,0,0,0
Fast Salmon With A Ginger Glaze,0,0,0.994648278,0,0,0,0,0
Beef Medallions With Caramelized Pan Sauce,0,0,0,0,0.4682675,0,0.527470887,0
Grilled Mongolian Pork Chops,0,0,0.41962418,0,0,0.577776134,0,0
Fish Tacos Ultimo,0,0,0,0.993682206,0,0,0,0
Quick Fish Tacos,0,0,0,0.994647861,0,0,0,0
Black Eyed Peas With Pork And Greens,0,0,0,0.397948235,0.335418671,0.263081819,0,0
Chef Johns Perfect Prime Rib,0,0,0,0,0.328300625,0.661829531,0,0
Roast Beef Tenderloin,0,0,0,0,0.994205236,0,0,0
Lamb Meatballs And Sauce,0,0,0,0.833666146,0,0,0,0.161746532
Chef Johns Spaghetti Alla Carbonara,0,0,0,0,0,0,0.993055522,0
Seared Halibut With Bacon And Bean Relish,0.473514318,0,0,0.519877374,0,0,0,0
Red Curry Flank Steak ,0,0,0.992290676,0,0,0,0,0
Roasted Lamb Breast,0,0,0,0,0,0,0.995028198,0
Short Rib And Cauliflower Curry,0,0,0.545352161,0.451503128,0,0,0,0
Spaghetti Aglio E Olio,0,0,0,0,0,0,0.992290735,0
Chef Johns Stuffed Peppers,0,0,0,0.527886093,0,0.102041885,0.368078351,0
Healthier Brown Sugar Meatloaf,0,0,0.120525926,0,0,0,0.501494467,0.373466909
Healthier Broiled Tilapia Parmesan,0.988486707,0,0,0,0,0,0,0
Pizza With Ham Asparagus And Ricotta,0,0,0,0,0.214799732,0,0.780612946,0
Pork Tenderloin Diablo,0,0,0,0,0.534565628,0.461703002,0,0
Grilled Tuna With Fresh Horseradish,0,0,0.841945171,0.153793082,0,0,0,0
Lamb Braised In Pomegranate,0.839152694,0,0.158000663,0,0,0,0,0
Chef Johns Braised Lamb Shanks,0,0,0,0.993055582,0,0,0,0
Grilled Cod,0.993054926,0,0,0,0,0,0,0
Sous Vide Duck Breast,0,0,0,0,0.988486648,0,0,0
Sous Vide New York Strip Steak,0,0,0,0,0.59285897,0,0.403822243,0
Cocoa Cherry Pork,0,0,0,0,0,0.688138485,0.305253416,0
Coconut Milk Corned Beef And Cabbage,0,0,0.657932818,0,0.335459173,0,0,0
Cotechino And Braised Beans,0,0,0,0,0.530344665,0,0.465068161,0
Chef Johns Turkey Noodle Casserole,0,0,0,0,0.672970533,0,0,0.321614236
Slow Cooker Barbecue Ribs,0,0,0,0,0,0.993055522,0,0
Ditalini With Roasted Tomato Sauce And Goat Cheese,0,0,0,0.994648159,0,0,0,0
Fennel Smoked Salmon,0.460870773,0,0,0,0,0,0.533176243,0
Garlic Steak With Garlic,0,0,0,0,0,0,0.993682265,0
How To Cook A Turkey,0,0,0,0,0.994205177,0,0,0
Chef Johns Beans And Greens,0,0,0,0.99464792,0,0,0,0
Chef Johns Roast Christmas Goose,0,0,0,0,0.47036621,0.523680627,0,0
Sweet And Sour Pork Tenderloin,0.149112433,0,0.36673978,0,0,0.481883198,0,0
Pistachio Crusted Rack Of Lamb,0.995028079,0,0,0,0,0,0,0
Chef Johns Scalloped Oysters,0,0,0,0,0.992288947,0,0,0
Polish Noodles Cottage Cheese And Noodles,0,0,0,0,0.675780773,0,0.316793203,0
Baked Spaghetti ,0,0,0,0,0,0,0.993055403,0
Parmesan Sage Pork Chops,0.228175685,0,0,0,0,0.088664174,0.410151035,0.270168066
Easy Corned Beef And Cabbage,0,0,0,0,0.483583361,0.511829376,0,0
Tasty Lentil Tacos,0,0,0,0.977272451,0,0,0,0
Worlds Fastest Meatballs,0,0,0,0,0,0,0.994205058,0
Shredded Beef Enchiladas,0,0,0,0.629980028,0.365052998,0,0,0
Drunken Mussels,0.991336465,0,0,0,0,0,0,0
Chef Johns Grilled Jerk Pork Tenderloin,0,0,0.424835473,0,0,0.570903003,0,0
Chef Johns Turkey Sloppy Joes,0,0,0,0,0.6468485,0.347198635,0,0
Chef Johns Turkey Burger,0.779113948,0,0.212411255,0,0,0,0,0
Lighter Spaghetti Alfredo With Cauliflower,0.082633168,0,0,0,0,0,0.914649248,0
Creamy Salmon And Leek Pasta,0.990112126,0,0,0,0,0,0,0
Crunchy Eggplant Parmesan,0,0,0,0,0,0,0.995901525,0
Chef Johns Baked Eggs,0,0,0,0,0,0,0.992290139,0
Melt In Your Mouth Meat Loaf,0,0,0,0,0.281861871,0,0.439515978,0.273115456
Turkey Cheeseburger Meatloaf,0,0,0,0,0,0.329591602,0.376018554,0.289877146
Barbecue Ribs,0,0,0,0,0,0.990112484,0,0
Baked Salmon Fillets Dijon,0.735694468,0,0,0,0,0,0.255830914,0
Kathys Roast And Vegetables,0,0,0,0,0.993682325,0,0,0
Spinach Lasagna Iii,0,0,0,0,0,0,0.995646715,0
Stuffed Shells Iv,0,0,0,0,0,0,0.993682206,0
Crispy Pork Cutlets,0,0,0,0,0,0.578107357,0,0.418904513
Veracruz Style Red Snapper,0,0,0,0.995646596,0,0,0,0
Miso Glazed Skirt Steak,0,0,0,0,0,0,0.988485277,0
Chinese Pork Dumplings,0,0,0.920634568,0,0,0.076220617,0,0
Parmesan Crusted Tilapia Fillets,0,0,0,0,0,0,0.982843041,0
Flavorful Flounder For The Oven,0.988486767,0,0,0,0,0,0,0
Cavatini Ii,0,0,0,0,0,0,0.99011296,0
Vegetarian Bibimbap,0,0,0.785445035,0,0.210575521,0,0,0
All American Burger Dog,0,0,0,0,0,0.640526235,0.3476623,0
Teriyaki Salmon,0.571041346,0,0.41425246,0,0,0,0,0
Perfect Ten Baked Cod,0.890975833,0,0,0,0,0.102415904,0,0
Lamb Shank Vindaloo,0,0,0.716727138,0,0,0,0.279541284,0
Grilled Lemon And Rosemary Lamb Chops,0.49362877,0,0,0.496500701,0,0,0,0
Mexican Rice,0,0,0,0.994205296,0,0,0,0
Grilled Mediterranean Vegetable Sandwich,0,0,0,0,0,0,0.9862203,0
Best Ever Slow Cooker Italian Beef Roast,0,0,0,0,0.506608248,0,0.484917104,0
Best Beef Enchiladas,0,0,0,0,0.381791651,0,0.612255931,0
Cheater Pierogi,0,0,0,0,0.677004099,0,0,0.319850802
Baked Eggplant Parmesan,0,0,0,0,0,0,0.993055522,0
Cheesy Ham Potato Bake,0,0,0,0,0.846646607,0,0,0.147938132
Israeli Couscous And Cheese,0,0,0,0.306791902,0.524672449,0,0,0.163574606
Chef Johns Steak Pizzaiola,0,0,0,0,0,0,0.996513724,0
Beef Short Ribs Sauerbraten,0,0,0.402228385,0,0.594925046,0,0,0
Tuscan Flank Steak,0.995028198,0,0,0,0,0,0,0
Valentines Salmon,0.403100133,0,0,0,0.592638433,0,0,0
Best Ever Meat Loaf,0,0,0,0,0.408478558,0,0,0.584095657
Salisbury Steak With Mushrooms,0,0,0,0,0.859610677,0,0.135422364,0
Pork Chops With Apple Cider Glaze,0,0,0,0,0.21490778,0.781113386,0,0
Oven Roasted Turkey Breast,0,0,0,0,0,0,0.69031781,0.304266483
Shrimp Scampi With Pasta,0,0,0,0,0,0,0.99535805,0
Duck Adobo,0,0,0.74707371,0,0.248947352,0,0,0
Bbq Broiled Red Snapper,0,0,0,0.982841074,0,0,0,0
So Simple Beef Stroganoff,0,0,0,0,0.992290735,0,0,0
Seasoned Swai Fish Fillet,0.806115806,0.18727544,0,0,0,0,0,0
Chef Johns Mini Christmas Hams,0,0,0,0,0.204178125,0.792677045,0,0
Slow Cooker Apple Cider Braised Pork,0,0,0,0,0.242338479,0.596726775,0.159017473,0
Bobs Stuffed Banana Peppers,0,0,0,0.184811398,0,0,0.811869919,0
Easy Tuna Patties,0.990112841,0,0,0,0,0,0,0
Easy Oven Brown Rice,0,0,0,0,0.982843041,0,0,0
Italian Sausage Baby Back Ribs,0,0,0.990112126,0,0,0,0,0
Keema Aloo Ground Beef And Potatoes,0,0,0.446774006,0.548638642,0,0,0,0
Braised Corned Beef Brisket,0,0,0.264971495,0,0,0.729612887,0,0
Taco Lasagna,0,0,0,0,0,0,0.986220419,0
Chef Johns Swedish Meatballs,0,0,0,0,0.625367284,0.175731242,0,0.195973903
Best Turkey Meatloaf,0,0,0,0,0,0.741224647,0,0.252167165
Vegetarian Mexican Inspired Stuffed Peppers,0,0,0,0.993681848,0,0,0,0
Baked Flounder With Panko And Parmesan,0,0,0,0,0.41110751,0,0,0.580417752
Turkey In A Bag,0,0,0,0,0.982843041,0,0,0
Chef Johns Baked Lemon Pepper Salmon,0.777766585,0,0.210422009,0,0,0,0,0
Chef Johns Baked Mushroom Risotto,0,0,0,0,0.995901585,0,0,0
Million Dollar Spaghetti,0,0,0,0,0,0,0,0.991336405
Squasage Sausage Stuffed Squash,0,0,0,0,0.990112841,0,0,0
Slow Cooker Red Curry Beef Pot Roast,0,0,0.996679127,0,0,0,0,0
Rack Of Lamb With Blueberry Sauce,0.773121417,0,0,0,0,0,0.222616985,0
Simple Hamburger Stroganoff,0,0,0,0,0.992290676,0,0,0
Chef Johns New Orleans Style Barbequed Shrimp ,0.619485378,0,0.375098825,0,0,0,0,0
Smoked Turkey And Spring Pea Fettuccine,0.613781691,0,0,0,0.38080287,0,0,0
Simple Broiled Haddock,0.990112901,0,0,0,0,0,0,0
Chef Johns Meatless Meatballs,0,0,0,0,0,0,0.996829689,0
Curly Q Grilled Sausages ,0,0,0,0,0,0.548318684,0.443206012,0
Grilled Sea Bass With Chili Lime Dressing,0,0,0.995028257,0,0,0,0,0
Root Beer And Sesame Glazed Ribs,0,0,0.617249727,0,0,0.379237324,0,0
Beerbecue Beef Flank Steak,0,0,0,0.982843041,0,0,0,0
Grilled Coffee And Cola Skirt Steak,0,0,0.115791202,0,0,0.879241765,0,0
Chef Johns Blt Pasta ,0.19122304,0,0,0,0,0,0.802824497,0
Chef Johns Lasagna,0,0,0,0,0,0,0.924064636,0.07333564
Chef Johns Cashew Chicken ,0.090865523,0,0.906146348,0,0,0,0,0
Hot Wheels Pasta,0,0,0,0.995028257,0,0,0,0
Tuna Zucchini Elbow Pasta,0,0,0,0,0,0,0.994204819,0
El Paso Pizza,0,0,0,0.431576282,0,0,0.561814189,0
Grilled Salmon With Bacon And Corn Relish,0.125452444,0,0,0.871034563,0,0,0,0
Spicy Crispy Beef,0,0,0.995358109,0,0,0,0,0
Grilled Game Hens With Blood Orange And Rosemary,0,0,0,0,0,0.99133575,0,0
How To Make Beef Satay,0,0,0.995028257,0,0,0,0,0
To Die For Fettuccine Alfredo,0,0,0,0,0,0,0.99011296,0
Chef Johns Beef Braciole,0,0,0,0,0,0,0.995357931,0
Italian Style Turkey Meatloaf,0,0,0,0,0,0,0.990112901,0
Easy Baked Turkey Wings,0,0,0,0,0.992290735,0,0,0
Chef Johns Sausage And Egg Pizza,0,0,0,0,0,0,0.995028019,0
Chef Johns Pork And Beans And Greens,0.129470661,0,0,0.52093631,0,0.347426623,0,0
Chef Johns Creamy Mushroom Pasta ,0,0,0,0,0.995646417,0,0,0
How To Make Cassoulet,0,0,0,0.19193013,0.201404378,0,0.605153859,0
Chef Johns Smothered Pork Chops ,0,0,0,0,0.995028257,0,0,0
Chicken With 20 Cloves Of Garlic ,0,0,0,0,0.175107881,0,0.820913255,0
Chef Johns Garlic Studded Roast Pork,0,0,0,0.138590187,0,0.315703124,0.542597175,0
Beef Medallions With Fresh Horseradish Sauce ,0,0,0.272312462,0,0.252600849,0.472321063,0,0
How To Make Turkey Manicotti ,0,0,0,0,0,0,0.867115319,0.130583987
Chef Johns Porchetta,0,0,0,0,0,0.440774173,0.555494428,0
How To Make A Simple Meat Sauce,0,0,0,0,0.334502429,0,0.661984384,0
Chef Johns Deviled Shrimp Ragu,0.582387984,0,0,0,0.41165942,0,0,0
Creamy Herbed Pork Chops,0,0,0,0,0,0.286589444,0.235465884,0.470882505
Gorgonzola Cream Sauce,0,0,0,0,0,0,0.994647861,0
How To Make Coquilles Saint Jacques ,0,0.397488058,0,0,0.59825021,0,0,0
Roast Peruvian Turkey ,0,0,0.313486099,0,0,0.683914065,0,0
Chef Johns Pulled Pork Bbq,0,0,0,0,0,0.992290497,0,0
Chef Johns Ricotta Meatballs ,0,0,0,0,0,0,0.907932222,0.088336445
Eggplant Parmesan Casserole ,0,0,0,0,0,0,0.996331155,0
How To Cook Trout,0.988485694,0,0,0,0,0,0,0
Peppercorn Roast Beef ,0,0,0,0,0,0.607480288,0.262951225,0.126947716
Slow Cooker Pork Roast,0,0,0,0,0.652006209,0.342040867,0,0
A Scotsmans Shepherd Pie,0.092827439,0,0,0,0.531658828,0.05588657,0.317635119,0
Unstuffed Cabbage Roll,0,0,0,0.992290735,0,0,0,0
Worlds Best Lasagna,0,0,0,0,0,0,0.996513844,0
Beef And Noodles,0,0,0,0,0.990112901,0,0,0
